Art	k	Similarity	Zeit(ms)	Error(MAE)	Hilf_Jaccard_Sim	Sec/Resource
Jaccard	-	0.00244946929728794	3.0361000000002605	0	0.00244946929728794	0.0000047963665086891956
MinHash	1	0.001579778830963665	47.37519999999995	0.004012169438187127	0.00244946929728794	0.00007484233807266975
MinHash	8	0.0019747235387045812	57.19849999999997	0.004202537148811684	0.00244946929728794	0.00009036097946287514
MinHash	32	0.002517772511848341	87.3127999999997	0.004045540540686028	0.00244946929728794	0.0001379349131121638
MinHash	64	0.002221563981042654	124.3765999999996	0.0031707081712427482	0.00244946929728794	0.00019648751974723477
MinHash	256	0.0023820102685624014	371.8828999999996	0.0015770227007489157	0.00244946929728794	0.000587492733017377
MinHash	1024	0.0024437203791469195	1407.7753000000002	0.0007970345820211338	0.00244946929728794	0.0022239736176935232
MinHash	32768	0.002413974177404226	46949.3582	0.00016816080094514093	0.00244946929728794	0.07416960221169036
MinHash	1048576	0.002434593429685957	1650202.5176000001	0.00010428190252928529	0.00244946929728794	2.606955004107425
